"scenario","year","trials","biomass","species"
"RCP 4.5",2050,"./mc_output_trial0028",0.5386611,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0028",0.4492107,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0028",0.4378979,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0028",0.4087472,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0028",0.3696794,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0028",0.3192886,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0028",1.03302,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0028",1.098039,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0028",1.09299,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0028",1.451407,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0028",2.685284,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0028",3.554751,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0028",3.285727,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0028",3.179919,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0028",0.8814972,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0028",1.186639,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0028",1.097726,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0028",0.9666848,"Haemulidae"
"Status quo",2050,"./mc_output_trial0028",0.4773459,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0028",0.4436047,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0028",0.3564679,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0028",0.1673514,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0029",0.3842589,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0029",0.2859708,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0029",0.369528,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0029",0.2841007,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0029",3.008212,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0029",2.176844,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0029",1.782496,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0029",2.170244,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0029",1.840096,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0029",2.019636,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0029",1.606495,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0029",1.444118,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0029",0.4648244,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0029",0.4925068,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0029",0.4373208,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0029",0.3907548,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0029",3.13539,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0029",3.38125,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0029",3.348509,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0029",3.555992,"Carangidae"
"Status quo",2050,"./mc_output_trial0029",9.288833,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0029",8.445424,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0029",7.110945,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0029",7.756203,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0029",0.4090877,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0029",0.3921621,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0029",0.4210755,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0029",0.3814214,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0029",0.1348595,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0029",0.06359734,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0029",0.0448597,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0029",0.04037692,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0029",0.9381387,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0029",0.9151255,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0029",0.8564278,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0029",0.9235883,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0029",1.473413,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0029",1.387039,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0029",1.220865,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0029",1.016464,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0029",0.5468841,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0029",0.4896911,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0029",0.573981,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0029",0.5576207,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0029",0.4491341,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0029",0.4020749,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0029",0.379023,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0029",0.3421656,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0029",2.513179,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0029",0.936809,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0029",1.48175,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0029",0.9393018,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0029",3.344761,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0029",3.353299,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0029",3.605376,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0029",3.54624,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0029",1.042687,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0029",1.253268,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0029",1.046632,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0029",1.180241,"Haemulidae"
"Status quo",2050,"./mc_output_trial0029",0.4847936,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0029",0.4256095,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0029",0.2833116,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0029",0.1210922,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0030",0.2685897,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0030",0.3497899,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0030",0.2045944,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0030",0.2620798,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0030",2.622068,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0030",2.257644,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0030",4.694944,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0030",2.082524,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0030",1.666914,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0030",2.033592,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0030",1.974151,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0030",1.683237,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0030",0.3600689,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0030",0.5322639,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0030",0.4080685,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0030",0.4483312,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0030",2.95275,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0030",3.459726,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0030",3.312737,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0030",3.27136,"Carangidae"
"Status quo",2050,"./mc_output_trial0030",10.29753,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0030",8.708867,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0030",8.980893,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0030",8.062281,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0030",0.4227647,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0030",0.4131445,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0030",0.3956446,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0030",0.392336,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0030",0.2029957,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0030",0.07101212,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0030",0.06454384,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0030",0.05245577,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0030",1.208447,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0030",0.8782759,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0030",0.8966392,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0030",0.8555343,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0030",1.405625,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0030",1.166328,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0030",1.22953,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0030",1.093195,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0030",0.5824698,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0030",0.5171136,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0030",0.5194855,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0030",0.4954022,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0030",0.4388071,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0030",0.4591315,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0030",0.3588797,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0030",0.3694795,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0030",1.17411,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0030",1.588983,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0030",1.401763,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0030",1.054463,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0030",2.894296,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0030",3.191277,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0030",2.978454,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0030",3.154736,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0030",1.075491,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0030",0.9048974,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0030",1.01597,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0030",1.170884,"Haemulidae"
"Status quo",2050,"./mc_output_trial0030",0.5214978,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0030",0.296429,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0030",0.2286977,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0030",0.2051331,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0031",0.3139087,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0031",0.2328226,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0031",0.2151851,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0031",0.2546419,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0031",3.150833,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0031",2.508809,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0031",3.960958,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0031",1.954035,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0031",1.700012,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0031",1.777841,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0031",1.647425,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0031",1.362895,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0031",0.3927192,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0031",0.4740614,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0031",0.3955252,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0031",0.3720097,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0031",2.763992,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0031",3.424556,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0031",2.591267,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0031",2.622105,"Carangidae"
"Status quo",2050,"./mc_output_trial0031",9.103991,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0031",8.831839,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0031",8.500844,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0031",7.779855,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0031",0.4653572,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0031",0.5281908,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0031",0.4136351,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0031",0.4388964,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0031",0.145049,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0031",0.09860183,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0031",0.0436951,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0031",0.02416614,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0031",1.081625,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0031",1.024913,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0031",0.8510517,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0031",0.7437574,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0031",1.438035,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0031",1.173411,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0031",1.257078,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0031",1.04398,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0031",0.5714416,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0031",0.5450667,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0031",0.531,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0031",0.5310734,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0031",0.4688952,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0031",0.4209331,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0031",0.4248819,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0031",0.3404791,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0031",1.150005,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0031",1.036479,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0031",1.073898,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0031",2.137141,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0031",3.102211,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0031",3.31459,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0031",2.915501,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0031",2.842204,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0031",1.077627,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0031",1.116092,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0031",1.182819,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0031",0.9524361,"Haemulidae"
"Status quo",2050,"./mc_output_trial0031",0.6805673,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0031",0.3557694,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0031",0.2662255,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0031",0.194071,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0032",0.3501116,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0032",0.2720228,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0032",0.3302722,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0032",0.218805,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0032",2.002424,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0032",1.950247,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0032",2.523709,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0032",1.578479,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0032",1.946631,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0032",1.842391,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0032",1.820763,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0032",1.388285,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0032",0.389659,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0032",0.3859588,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0032",0.578481,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0032",0.3885154,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0032",2.98492,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0032",3.370073,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0032",2.999277,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0032",3.084523,"Carangidae"
"Status quo",2050,"./mc_output_trial0032",9.871964,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0032",7.702999,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0032",9.137714,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0032",8.528808,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0032",0.5005946,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0032",0.4469285,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0032",0.3966247,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0032",0.4488075,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0032",0.132573,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0032",0.06338834,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0032",0.04134293,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0032",0.05234616,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0032",0.9500663,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0032",0.7920933,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0032",0.9905803,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0032",0.8568946,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0032",1.467635,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0032",1.219058,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0032",1.107812,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0032",1.295198,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0032",0.6678376,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0032",0.5885573,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0032",0.4523634,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0032",0.509163,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0032",0.4704258,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0032",0.4283065,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0032",0.3746008,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0032",0.3402759,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0032",1.172442,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0032",1.061629,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0032",1.067856,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0032",0.9817368,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0032",2.582632,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0032",3.124107,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0032",3.193569,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0032",2.968434,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0032",0.8965095,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0032",1.046565,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0032",0.9965792,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0032",1.126163,"Haemulidae"
"Status quo",2050,"./mc_output_trial0032",0.4767345,"Cryptobenthic reef fishes"
"RCP 2.6",2050,"./mc_output_trial0032",0.292109,"Cryptobenthic reef fishes"
"RCP 4.5",2050,"./mc_output_trial0032",0.2275728,"Cryptobenthic reef fishes"
"RCP 8.5",2050,"./mc_output_trial0032",0.2561759,"Cryptobenthic reef fishes"
"Status quo",2050,"./mc_output_trial0033",0.2652535,"Negaprion brevirostris"
"RCP 2.6",2050,"./mc_output_trial0033",0.4113019,"Negaprion brevirostris"
"RCP 4.5",2050,"./mc_output_trial0033",0.3079088,"Negaprion brevirostris"
"RCP 8.5",2050,"./mc_output_trial0033",0.3821821,"Negaprion brevirostris"
"Status quo",2050,"./mc_output_trial0033",2.265095,"Ginglymostoma cirratum"
"RCP 2.6",2050,"./mc_output_trial0033",2.327935,"Ginglymostoma cirratum"
"RCP 4.5",2050,"./mc_output_trial0033",2.710674,"Ginglymostoma cirratum"
"RCP 8.5",2050,"./mc_output_trial0033",2.17602,"Ginglymostoma cirratum"
"Status quo",2050,"./mc_output_trial0033",1.730091,"Lutjanus jocu"
"RCP 2.6",2050,"./mc_output_trial0033",1.967688,"Lutjanus jocu"
"RCP 4.5",2050,"./mc_output_trial0033",1.504953,"Lutjanus jocu"
"RCP 8.5",2050,"./mc_output_trial0033",1.634954,"Lutjanus jocu"
"Status quo",2050,"./mc_output_trial0033",0.4207169,"Cephalopholis fulva"
"RCP 2.6",2050,"./mc_output_trial0033",0.3906678,"Cephalopholis fulva"
"RCP 4.5",2050,"./mc_output_trial0033",0.3959535,"Cephalopholis fulva"
"RCP 8.5",2050,"./mc_output_trial0033",0.3725908,"Cephalopholis fulva"
"Status quo",2050,"./mc_output_trial0033",3.33867,"Carangidae"
"RCP 2.6",2050,"./mc_output_trial0033",3.125919,"Carangidae"
"RCP 4.5",2050,"./mc_output_trial0033",3.053988,"Carangidae"
"RCP 8.5",2050,"./mc_output_trial0033",2.798305,"Carangidae"
"Status quo",2050,"./mc_output_trial0033",7.42382,"Acanthurus spp."
"RCP 2.6",2050,"./mc_output_trial0033",9.749885,"Acanthurus spp."
"RCP 4.5",2050,"./mc_output_trial0033",9.211425,"Acanthurus spp."
"RCP 8.5",2050,"./mc_output_trial0033",7.742466,"Acanthurus spp."
"Status quo",2050,"./mc_output_trial0033",0.4728611,"Stegastes rocasensis"
"RCP 2.6",2050,"./mc_output_trial0033",0.5050976,"Stegastes rocasensis"
"RCP 4.5",2050,"./mc_output_trial0033",0.4404345,"Stegastes rocasensis"
"RCP 8.5",2050,"./mc_output_trial0033",0.3534194,"Stegastes rocasensis"
"Status quo",2050,"./mc_output_trial0033",0.1620373,"Thalassoma noronhanum"
"RCP 2.6",2050,"./mc_output_trial0033",0.06206567,"Thalassoma noronhanum"
"RCP 4.5",2050,"./mc_output_trial0033",0.09260976,"Thalassoma noronhanum"
"RCP 8.5",2050,"./mc_output_trial0033",0.07169724,"Thalassoma noronhanum"
"Status quo",2050,"./mc_output_trial0033",0.9171004,"Abudefduf saxatilis"
"RCP 2.6",2050,"./mc_output_trial0033",0.8088805,"Abudefduf saxatilis"
"RCP 4.5",2050,"./mc_output_trial0033",0.9453741,"Abudefduf saxatilis"
"RCP 8.5",2050,"./mc_output_trial0033",0.728343,"Abudefduf saxatilis"
"Status quo",2050,"./mc_output_trial0033",1.649491,"Sparisoma spp."
"RCP 2.6",2050,"./mc_output_trial0033",1.325823,"Sparisoma spp."
"RCP 4.5",2050,"./mc_output_trial0033",1.091774,"Sparisoma spp."
"RCP 8.5",2050,"./mc_output_trial0033",1.057901,"Sparisoma spp."
"Status quo",2050,"./mc_output_trial0033",0.6748459,"Melichthys niger"
"RCP 2.6",2050,"./mc_output_trial0033",0.5480987,"Melichthys niger"
"RCP 4.5",2050,"./mc_output_trial0033",0.495755,"Melichthys niger"
"RCP 8.5",2050,"./mc_output_trial0033",0.5360394,"Melichthys niger"
"Status quo",2050,"./mc_output_trial0033",0.4558517,"Kyphosus spp."
"RCP 2.6",2050,"./mc_output_trial0033",0.4335014,"Kyphosus spp."
"RCP 4.5",2050,"./mc_output_trial0033",0.381137,"Kyphosus spp."
"RCP 8.5",2050,"./mc_output_trial0033",0.3736737,"Kyphosus spp."
"Status quo",2050,"./mc_output_trial0033",1.070384,"Mulloidichthys martinicus"
"RCP 2.6",2050,"./mc_output_trial0033",2.348151,"Mulloidichthys martinicus"
"RCP 4.5",2050,"./mc_output_trial0033",1.781432,"Mulloidichthys martinicus"
"RCP 8.5",2050,"./mc_output_trial0033",4.889173,"Mulloidichthys martinicus"
"Status quo",2050,"./mc_output_trial0033",2.990448,"Holocentrus adscensionis"
"RCP 2.6",2050,"./mc_output_trial0033",3.327856,"Holocentrus adscensionis"
"RCP 4.5",2050,"./mc_output_trial0033",3.423783,"Holocentrus adscensionis"
"RCP 8.5",2050,"./mc_output_trial0033",2.971019,"Holocentrus adscensionis"
"Status quo",2050,"./mc_output_trial0033",1.101839,"Haemulidae"
"RCP 2.6",2050,"./mc_output_trial0033",1.024714,"Haemulidae"
"RCP 4.5",2050,"./mc_output_trial0033",1.091639,"Haemulidae"
"RCP 8.5",2050,"./mc_output_trial0033",0.8769872,"Haemulidae"
"Status quo",2050,"./mc_output_trial0033",0.5164166,"Cryptobenthic reef fishes"
