"scenario","year","trials","biomass","species"
"RCP 4.5",2100,"./mc_output_trial0075",1.274562,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0075",0.0001562477,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0075",0.4264326,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0075",0.5506884,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0075",0.3831706,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0075",0.007949551,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0075",2.889454,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0075",2.717013,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0075",2.788599,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0075",0.4099927,"Carangidae"
"Status quo",2100,"./mc_output_trial0075",8.450197,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0075",7.943252,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0075",7.891657,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0075",1.049935,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0075",0.4518749,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0075",0.3933676,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0075",0.4042388,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0075",0.03059069,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0075",0.2009139,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0075",0.06019365,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0075",0.02482755,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0075",2.06765e-07,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0075",0.8523717,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0075",1.071139,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0075",0.8140549,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0075",0.3006136,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0075",1.472967,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0075",1.352386,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0075",0.8735621,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0075",0.0002214704,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0075",0.6263648,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0075",0.6102737,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0075",0.4261864,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0075",0.002937308,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0075",0.4473475,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0075",0.4418914,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0075",0.2918291,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0075",3.834293e-05,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0075",2.58286,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0075",1.34599,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0075",0.8234184,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0075",0.0001169391,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0075",2.859387,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0075",3.138919,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0075",2.87597,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0075",0.7609025,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0075",0.92261,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0075",1.261477,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0075",1.089496,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0075",1.644193,"Haemulidae"
"Status quo",2100,"./mc_output_trial0075",0.5931236,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0075",0.4268568,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0075",0.1532295,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0075",6.51909e-20,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0076",0.2860803,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0076",0.2899758,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0076",0.2236332,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0076",1.121014e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0076",2.517778,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0076",1.985654,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0076",1.297287,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0076",0.003532902,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0076",1.748919,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0076",1.89687,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0076",1.149093,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0076",2.138783e-08,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0076",0.4311495,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0076",0.4264723,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0076",0.3790286,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0076",0.00845406,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0076",3.292203,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0076",3.425598,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0076",2.587376,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0076",0.5861691,"Carangidae"
"Status quo",2100,"./mc_output_trial0076",8.602609,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0076",8.981818,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0076",7.151434,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0076",0.4704776,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0076",0.4457035,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0076",0.5058706,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0076",0.3952821,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0076",0.01235415,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0076",0.146945,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0076",0.04209922,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0076",0.01172185,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0076",1.441133e-09,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0076",0.9865656,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0076",0.9419253,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0076",0.9366393,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0076",0.529866,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0076",1.244449,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0076",1.329714,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0076",0.8698146,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0076",0.0002068444,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0076",0.5528497,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0076",0.5767779,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0076",0.4195003,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0076",0.0980823,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0076",0.4581222,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0076",0.4261231,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0076",0.2933029,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0076",2.528224e-05,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0076",0.9891729,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0076",1.577089,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0076",0.864415,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0076",0.007982121,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0076",2.782553,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0076",3.011789,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0076",2.763019,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0076",0.7287125,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0076",1.133417,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0076",1.06752,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0076",0.9399994,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0076",0.04477834,"Haemulidae"
"Status quo",2100,"./mc_output_trial0076",0.5010692,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0076",0.2842337,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0076",0.1465214,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0076",4.968034e-19,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0077",0.2682935,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0077",0.2699571,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0077",0.1810414,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0077",9.316729e-05,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0077",2.545819,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0077",2.586512,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0077",1.844717,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0077",2.386171,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0077",1.894271,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0077",1.814528,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0077",1.396368,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0077",8.437282e-07,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0077",0.3735887,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0077",0.4565801,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0077",0.3899727,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0077",0.008700773,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0077",2.92287,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0077",3.262814,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0077",3.110859,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0077",0.68828,"Carangidae"
"Status quo",2100,"./mc_output_trial0077",9.843255,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0077",10.03562,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0077",6.315941,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0077",0.6872824,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0077",0.5283666,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0077",0.4899345,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0077",0.4133905,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0077",0.01669805,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0077",0.1355513,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0077",0.08508012,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0077",0.0188599,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0077",1.339557e-08,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0077",1.12851,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0077",0.9135835,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0077",0.8960384,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0077",0.2830022,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0077",1.498176,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0077",1.336471,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0077",1.098331,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0077",0.0005060455,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0077",0.6435915,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0077",0.5776574,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0077",0.4326814,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0077",0.009554318,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0077",0.4744215,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0077",0.4217398,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0077",0.2920226,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0077",0.0001622892,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0077",1.098097,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0077",1.479248,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0077",0.9265354,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0077",0.01221015,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0077",2.914985,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0077",3.526941,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0077",3.659538,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0077",1.384975,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0077",1.12006,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0077",1.204334,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0077",1.220662,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0077",0.5040155,"Haemulidae"
"Status quo",2100,"./mc_output_trial0077",0.5459843,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0077",0.4711166,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0077",0.04673551,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0077",1.437009e-18,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0078",0.2630024,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0078",0.3032057,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0078",0.2716082,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0078",0.09063477,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0078",2.355263,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0078",2.450646,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0078",2.012057,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0078",5.618402,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0078",1.806864,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0078",1.76852,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0078",1.355705,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0078",4.280939e-06,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0078",0.3885672,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0078",0.4527363,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0078",0.3872411,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0078",1.198178,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0078",3.007717,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0078",3.435888,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0078",2.871345,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0078",1.156379,"Carangidae"
"Status quo",2100,"./mc_output_trial0078",8.255189,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0078",8.65101,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0078",8.09807,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0078",0.2965173,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0078",0.5121771,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0078",0.4758125,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0078",0.3835209,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0078",0.01171957,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0078",0.1564611,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0078",0.1335986,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0078",0.02032361,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0078",2.827991e-15,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0078",0.9530237,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0078",0.8583119,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0078",0.8222811,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0078",0.1772375,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0078",1.486347,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0078",1.33273,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0078",0.9089658,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0078",0.00112027,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0078",0.5513527,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0078",0.5506787,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0078",0.370777,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0078",0.02082612,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0078",0.4240144,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0078",0.3985933,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0078",0.298645,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0078",0.0001551639,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0078",1.015325,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0078",1.14321,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0078",1.483464,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0078",0.01513296,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0078",3.263836,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0078",3.229774,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0078",3.24212,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0078",0.1144313,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0078",1.092808,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0078",1.005229,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0078",1.042403,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0078",0.04208951,"Haemulidae"
"Status quo",2100,"./mc_output_trial0078",0.5921963,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0078",0.3715102,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0078",0.01653337,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0078",1.029549e-20,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0079",0.2542104,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0079",0.6078119,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0079",0.2629469,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0079",9.961921e-06,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0079",2.673481,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0079",2.422777,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0079",1.90959,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0079",0.4843272,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0079",1.907924,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0079",2.018331,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0079",1.141655,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0079",2.011265e-05,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0079",0.4491595,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0079",0.448643,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0079",0.3703724,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0079",2.224239e-05,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0079",2.799513,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0079",2.894779,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0079",2.393482,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0079",0.2698375,"Carangidae"
"Status quo",2100,"./mc_output_trial0079",10.9252,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0079",10.49347,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0079",7.537465,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0079",0.7373714,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0079",0.4361253,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0079",0.4128757,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0079",0.3642521,"Stegastes rocasensis"
"RCP 8.5",2100,"./mc_output_trial0079",0.007023225,"Stegastes rocasensis"
"Status quo",2100,"./mc_output_trial0079",0.1718364,"Thalassoma noronhanum"
"RCP 2.6",2100,"./mc_output_trial0079",0.1237237,"Thalassoma noronhanum"
"RCP 4.5",2100,"./mc_output_trial0079",0.008673606,"Thalassoma noronhanum"
"RCP 8.5",2100,"./mc_output_trial0079",4.269094e-05,"Thalassoma noronhanum"
"Status quo",2100,"./mc_output_trial0079",0.8287312,"Abudefduf saxatilis"
"RCP 2.6",2100,"./mc_output_trial0079",0.9833636,"Abudefduf saxatilis"
"RCP 4.5",2100,"./mc_output_trial0079",0.8100707,"Abudefduf saxatilis"
"RCP 8.5",2100,"./mc_output_trial0079",0.4034438,"Abudefduf saxatilis"
"Status quo",2100,"./mc_output_trial0079",1.315306,"Sparisoma spp."
"RCP 2.6",2100,"./mc_output_trial0079",1.278244,"Sparisoma spp."
"RCP 4.5",2100,"./mc_output_trial0079",0.8737915,"Sparisoma spp."
"RCP 8.5",2100,"./mc_output_trial0079",0.0003280806,"Sparisoma spp."
"Status quo",2100,"./mc_output_trial0079",0.6256037,"Melichthys niger"
"RCP 2.6",2100,"./mc_output_trial0079",0.6297809,"Melichthys niger"
"RCP 4.5",2100,"./mc_output_trial0079",0.4053032,"Melichthys niger"
"RCP 8.5",2100,"./mc_output_trial0079",0.01274238,"Melichthys niger"
"Status quo",2100,"./mc_output_trial0079",0.4726628,"Kyphosus spp."
"RCP 2.6",2100,"./mc_output_trial0079",0.4507999,"Kyphosus spp."
"RCP 4.5",2100,"./mc_output_trial0079",0.2733601,"Kyphosus spp."
"RCP 8.5",2100,"./mc_output_trial0079",5.033748e-05,"Kyphosus spp."
"Status quo",2100,"./mc_output_trial0079",1.109407,"Mulloidichthys martinicus"
"RCP 2.6",2100,"./mc_output_trial0079",4.717599,"Mulloidichthys martinicus"
"RCP 4.5",2100,"./mc_output_trial0079",0.9919112,"Mulloidichthys martinicus"
"RCP 8.5",2100,"./mc_output_trial0079",0.005179727,"Mulloidichthys martinicus"
"Status quo",2100,"./mc_output_trial0079",2.50001,"Holocentrus adscensionis"
"RCP 2.6",2100,"./mc_output_trial0079",3.34703,"Holocentrus adscensionis"
"RCP 4.5",2100,"./mc_output_trial0079",3.438165,"Holocentrus adscensionis"
"RCP 8.5",2100,"./mc_output_trial0079",0.5093646,"Holocentrus adscensionis"
"Status quo",2100,"./mc_output_trial0079",0.9581233,"Haemulidae"
"RCP 2.6",2100,"./mc_output_trial0079",1.13687,"Haemulidae"
"RCP 4.5",2100,"./mc_output_trial0079",0.8742238,"Haemulidae"
"RCP 8.5",2100,"./mc_output_trial0079",0.8162212,"Haemulidae"
"Status quo",2100,"./mc_output_trial0079",0.5004291,"Cryptobenthic reef fishes"
"RCP 2.6",2100,"./mc_output_trial0079",0.4975487,"Cryptobenthic reef fishes"
"RCP 4.5",2100,"./mc_output_trial0079",0.06308319,"Cryptobenthic reef fishes"
"RCP 8.5",2100,"./mc_output_trial0079",1.409501e-17,"Cryptobenthic reef fishes"
"Status quo",2100,"./mc_output_trial0080",0.3365555,"Negaprion brevirostris"
"RCP 2.6",2100,"./mc_output_trial0080",0.3055719,"Negaprion brevirostris"
"RCP 4.5",2100,"./mc_output_trial0080",0.2604828,"Negaprion brevirostris"
"RCP 8.5",2100,"./mc_output_trial0080",0.0003260845,"Negaprion brevirostris"
"Status quo",2100,"./mc_output_trial0080",3.525868,"Ginglymostoma cirratum"
"RCP 2.6",2100,"./mc_output_trial0080",2.333304,"Ginglymostoma cirratum"
"RCP 4.5",2100,"./mc_output_trial0080",1.728723,"Ginglymostoma cirratum"
"RCP 8.5",2100,"./mc_output_trial0080",0.6960697,"Ginglymostoma cirratum"
"Status quo",2100,"./mc_output_trial0080",1.766294,"Lutjanus jocu"
"RCP 2.6",2100,"./mc_output_trial0080",1.601521,"Lutjanus jocu"
"RCP 4.5",2100,"./mc_output_trial0080",1.284479,"Lutjanus jocu"
"RCP 8.5",2100,"./mc_output_trial0080",1.778562e-06,"Lutjanus jocu"
"Status quo",2100,"./mc_output_trial0080",0.4389461,"Cephalopholis fulva"
"RCP 2.6",2100,"./mc_output_trial0080",0.4174966,"Cephalopholis fulva"
"RCP 4.5",2100,"./mc_output_trial0080",0.3853763,"Cephalopholis fulva"
"RCP 8.5",2100,"./mc_output_trial0080",0.04434047,"Cephalopholis fulva"
"Status quo",2100,"./mc_output_trial0080",2.815972,"Carangidae"
"RCP 2.6",2100,"./mc_output_trial0080",3.445907,"Carangidae"
"RCP 4.5",2100,"./mc_output_trial0080",3.172566,"Carangidae"
"RCP 8.5",2100,"./mc_output_trial0080",0.947794,"Carangidae"
"Status quo",2100,"./mc_output_trial0080",8.526037,"Acanthurus spp."
"RCP 2.6",2100,"./mc_output_trial0080",9.240124,"Acanthurus spp."
"RCP 4.5",2100,"./mc_output_trial0080",7.452693,"Acanthurus spp."
"RCP 8.5",2100,"./mc_output_trial0080",0.7225243,"Acanthurus spp."
"Status quo",2100,"./mc_output_trial0080",0.3622787,"Stegastes rocasensis"
"RCP 2.6",2100,"./mc_output_trial0080",0.4772595,"Stegastes rocasensis"
"RCP 4.5",2100,"./mc_output_trial0080",0.3539867,"Stegastes rocasensis"
